image_id,parcel_id,image_date,file_path,ndvi_mean,ndvi_sd,ndre_mean,ndre_sd,gndvi_mean,gndvi_sd,nirv_mean,nirv_sd,ndwi_mean,ndwi_sd,suggested_class_label,B02_mean,B02_sd,B03_mean,B03_sd,B04_mean,B04_sd,B05_mean,B05_sd,B08_mean,B08_sd,B8A_mean,B8A_sd,B11_mean,B11_sd,discarded,labels_found,n_labels_found,class_label_conflict,class_label,label_source_files
IMG_02107,107,2020-03-26,data/plot_107/RGB_2020-03-26.tif,0.1872,0.0547,0.1369,0.0392,0.304,0.043,391.6497,213.0798,-0.1521,0.053900000000000003,ploughed,871.718309859155,64.8681038748131,1060.41901408451,82.7193120388676,1360.02112676056,103.101237996759,1511.61971830986,137.131838367001,2006.70422535211,329.454732918126,1948.05281690141,353.769904896405,2618.55985915493,198.571168027263,FALSE,yellow,1,FALSE,yellow,image_metadata2020Honza.csv
IMG_02108,108,2020-03-26,data/plot_108/RGB_2020-03-26.tif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_02109,109,2020-03-26,data/plot_109/RGB_2020-03-26.tif,0.642,0.0885,0.3178,0.0373,0.6062,0.0665,2869.1118,485.3839,0.2082,0.0589,green,717.351309707242,260.395775166116,1094.35130970724,230.874243939175,978.42218798151,310.434816323727,2304.17411402157,175.716493237114,4448.99845916795,239.579933948377,4175.25423728814,222.356699070836,2738.48228043143,249.790653231271,FALSE,slightly_yellow,1,FALSE,slightly_yellow,image_metadata2020Honza.csv
IMG_02110,110,2020-03-26,data/plot_110/RGB_2020-03-26.tif,0.6633,0.041,0.4402,0.0318,0.6225,0.026,1972.9722,247.1415,0.1515,0.0281,green,487.31693989071,36.2353128629599,687.087431693989,34.0725309984786,597.55737704918,64.0984453850063,1148.15300546448,34.4017725590305,2964.65027322404,220.802527476555,2962.58469945355,135.293584660623,2181.75956284153,76.4434510798319,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02111,111,2020-03-26,data/plot_111/RGB_2020-03-26.tif,0.7156,0.0227,0.4771,0.0184,0.659,0.0164,2298.3487,185.2278,0.2268,0.0253,green,450.498220640569,26.7501835180835,658.309608540925,32.8607486251204,530.466192170819,36.80032651377,1134.1103202847,46.4312694847823,3207.78291814947,181.821495645033,3192.0640569395,158.889908505578,2010.24199288256,75.6391703249236,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02112,112,2020-03-26,data/plot_112/RGB_2020-03-26.tif,0.6954,0.0304,0.4187,0.0224,0.6354,0.0203,2457.1018,195.3858,0.317,0.0485,green,496.113636363636,31.0991857150973,785.534090909091,29.8289949444151,632.818181818182,55.847194118497,1444.09090909091,39.1154014302437,3528.35227272727,140.458284376351,3434.57954545455,128.567771080899,1785.42045454545,189.266808062782,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02113,113,2020-03-26,data/plot_113/RGB_2020-03-26.tif,0.4462,0.0904,0.2871,0.0508,0.4771,0.0618,1361.9112,329.4669,0.1012,0.0703,yellow,782.232323232323,121.893130532767,1071.69696969697,135.022557038041,1164.74747474747,218.805819394048,1675.87878787879,132.128282804565,3027.31313131313,187.740792130775,2913.69696969697,190.051145347421,2384.0404040404,254.698538059469,FALSE,slightly_yellow,1,FALSE,slightly_yellow,image_metadata2020Honza.csv
IMG_02114,114,2020-03-26,data/plot_114/RGB_2020-03-26.tif,0.6899,0.0641,0.4693,0.0385,0.6436,0.0444,2253.6683,366.5182,0.1714,0.0299,green,486.267973856209,61.6727362923747,699.640522875817,64.3795912393505,591.732026143791,109.487082062821,1167.43790849673,56.8021531821035,3246.91503267974,271.077090115874,3152.47058823529,173.350612876102,2229.35947712418,123.530073814302,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02115,115,2020-03-26,data/plot_115/RGB_2020-03-26.tif,0.2996,0.1017,0.1923,0.0625,0.3867,0.0774,746.4122,311.9011,-0.0496,0.0408,ploughed,836.734627831715,206.688911101551,1109.5857605178,268.288230457047,1357.67313915858,356.651681666991,1676.23624595469,212.322146764393,2481.1359223301,331.437464921286,2472.77669902913,210.506282043974,2732.03236245955,244.247424027514,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02116,116,2020-03-26,data/plot_116/RGB_2020-03-26.tif,0.6033,0.0419,0.4133,0.0257,0.5719,0.0314,1664.5267,192.67,0.1372,0.0264,green,575.390243902439,41.5236823985997,747.914634146341,46.3657497098968,679.329268292683,64.8108463103052,1140.28048780488,31.933292503741,2751.15853658537,137.484766340165,2673.98780487805,80.4914678251851,2028.36585365854,58.3627464882979,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02117,117,2020-03-26,data/plot_117/RGB_2020-03-26.tif,0.3399,0.0629,0.2429,0.0517,0.4949,0.0381,960.2705,258.4173,-0.008,0.066,yellow,708.623076923077,67.3319595903906,944.897435897436,90.8594764810814,1381.78461538462,180.744759656173,1702.89743589744,139.419858372384,2802.85128205128,260.059857527198,2847.46666666667,260.174002812547,2886.6641025641,170.347105171163,FALSE,yellow,1,FALSE,yellow,image_metadata2020Honza.csv
IMG_02118,118,2020-03-26,data/plot_118/RGB_2020-03-26.tif,0.2566,0.0681,0.1775,0.0521,0.344,0.0471,963.6692,228.9648,-0.0523,0.0445,ploughed,1417.40924092409,211.498072370198,1862.44224422442,267.061324029328,2268.52805280528,395.609662426408,2670.06930693069,395.731302012571,3788.87128712871,233.502399977725,3619.96699669967,244.795249420743,4049.3201320132,542.38430556616,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02119,119,2020-03-26,data/plot_119/RGB_2020-03-26.tif,0.8703,0.0276,0.6758,0.0296,0.7815,0.0229,3791.2495,469.778,0.4021,0.0504,green,354.033149171271,25.0974539115177,528.389809699202,30.3530158595429,296.397790055249,41.5222937665302,834.355432780847,45.7257689783438,4344.54389195826,425.204296981841,4163.69122160835,390.187461785281,1764.74769797422,90.236051702995,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02120,120,2020-03-26,data/plot_120/RGB_2020-03-26.tif,0.5927,0.0595,0.3551,0.0318,0.5659,0.0319,1852.3958,277.2435,0.1954,0.0476,slightly_yellow,574.606557377049,59.8313413464381,861.081967213115,57.9089741613206,795.338797814208,120.85003408856,1478.27322404372,62.3328683513848,3112.28415300546,187.082769835896,3024.58469945355,149.330418302973,2036.60655737705,151.311440561104,FALSE,slightly_yellow,1,FALSE,slightly_yellow,image_metadata2020Honza.csv
IMG_02121,121,2020-03-26,data/plot_121/RGB_2020-03-26.tif,0.3071,0.0588,0.2133,0.0441,0.4066,0.0411,577.9832,198.4695,-0.1097,0.0585,yellow,638.070351758794,63.422386158495,779.055276381909,77.7136154093926,980.51256281407,120.5085545099,1197.28140703518,106.343977837265,1855.43718592965,237.100764548782,1898.50251256281,214.556740026094,2367.66834170854,261.818987807472,FALSE,yellow,1,FALSE,yellow,image_metadata2020Honza.csv
IMG_02122,122,2020-03-26,data/plot_122/RGB_2020-03-26.tif,0.7673,0.0282,0.4889,0.0295,0.6529,0.0179,2705.8614,315.5655,0.3037,0.0402,green,438.4375,23.0423178673156,735.8125,41.9765145977817,459.96875,41.6999747820715,1203.3125,80.0525373124346,3517.96875,316.35854527208,3296.90625,218.950289259153,1757.5,94.9541242615913,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02123,123,2020-03-26,data/plot_123/RGB_2020-03-26.tif,0.24,0.0462,0.1533,0.039,0.3079,0.0388,644.0699,166.9924,-0.1326,0.0486,ploughed,1135.65367965368,169.522087854061,1419.22799422799,176.676854594185,1643.7518037518,193.134224007589,1965.56132756133,159.547692706432,2675.72294372294,185.2869466764,2624.7619047619,155.889706982813,3433.88167388167,260.525342695849,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02124,124,2020-03-26,data/plot_124/RGB_2020-03-26.tif,0.2569,0.0767,0.1964,0.0553,0.3383,0.0557,423.4769,225.0659,-0.1589,0.0899,ploughed,681.260752688172,41.7439798906845,777.013440860215,42.933940757763,929.397849462366,75.6928663898845,1056.41129032258,39.9795794431929,1587.12903225806,224.220277031193,1630.40322580645,310.012509599475,2223.36290322581,150.752970925158,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02125,125,2020-03-26,data/plot_125/RGB_2020-03-26.tif,0.5474,0.0414,0.3438,0.0357,0.5463,0.0319,1733.8358,269.8284,0.0822,0.0328,slightly_yellow,682.710900473934,89.6085498931167,926.014218009479,120.139858128646,920.862559241706,109.383314959432,1537.21800947867,143.128613018468,3156.15165876777,338.939319944409,3091.25118483412,243.089261356163,2614.83886255924,88.3351982191377,FALSE,slightly_yellow,1,FALSE,slightly_yellow,image_metadata2020Honza.csv
IMG_02126,126,2020-03-26,data/plot_126/RGB_2020-03-26.tif,0.685,0.0282,0.4437,0.0227,0.6531,0.019,2460.8071,211.6195,0.149,0.0356,green,532.720634920635,26.7807455237113,751.146031746032,25.6269962739387,668.634920634921,46.4487600663086,1379.90158730159,40.1660545753203,3586.22857142857,166.755165342291,3505.63492063492,135.192231807145,2595.6126984127,111.575211690207,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02127,127,2020-03-26,data/plot_127/RGB_2020-03-26.tif,0.7865,0.0232,0.5391,0.0259,0.7157,0.0184,3239.1316,234.4108,0.3011,0.0294,green,440.57253384913,22.4106550819655,680.011605415861,26.28835073627,489.895551257253,40.6549662233281,1229.54352030948,43.8512785824979,4113.4003868472,176.800341338823,3960.18375241779,163.058613751161,2124.81818181818,64.9139995933037,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02128,128,2020-03-26,data/plot_128/RGB_2020-03-26.tif,0.7185,0.0299,0.4555,0.0292,0.6638,0.0226,2543.5441,256.7559,0.239,0.0372,green,473.483870967742,34.0913238564137,711.467741935484,35.5337407049095,576.278225806452,46.8156779519709,1319.66129032258,83.7750880517915,3532.68548387097,237.253784309114,3430.48387096774,198.979969039303,2104.27822580645,99.8894490628838,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02129,129,2020-03-26,data/plot_129/RGB_2020-03-26.tif,0.229,0.0172,0.1603,0.0194,0.3745,0.0165,636.2641,44.1412,-0.10780000000000001,0.0112,ploughed,1008.74268292683,67.8077500882907,1267.21585365854,82.272046370833,1747.13902439024,112.354598215626,2014.29512195122,107.987837806619,2781.9487804878,116.635044635369,2740.75365853659,97.1288825626477,3402.67682926829,112.820891473236,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02130,130,2020-03-26,data/plot_130/RGB_2020-03-26.tif,0.748,0.0756,0.5393,0.0572,0.6952,0.0516,3113.3635,668.0191,0.2522,0.07,green,511.259552042161,69.4897713496491,726.849802371542,73.1369561181264,577.840579710145,127.739478188186,1214.68511198946,88.6694949951703,4114.30303030303,546.283889082422,3946.95783926219,495.937390521982,2342.56389986825,231.238693372185,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02131,131,2020-03-26,data/plot_131/RGB_2020-03-26.tif,0.2275,0.0796,0.1512,0.0494,0.2818,0.0725,880.1433,304.0126,-0.0557,0.0364,ploughed,1788.95087719298,344.799963975348,2197.31140350877,367.183759121883,2473.32631578947,434.71086244584,2879.28684210526,348.853629402762,3883.19122807018,229.522367037223,3678.69912280702,263.70784098062,4132.56929824561,474.650045931945,FALSE,yellow,1,FALSE,yellow,image_metadata2020Honza.csv
IMG_02132,132,2020-03-26,data/plot_132/RGB_2020-03-26.tif,0.1458,0.0318,0.104,0.0288,0.2142,0.0293,587.2122,115.5996,-0.0958,0.0234,ploughed,2216.69743589744,213.1274839013,2627.05982905983,226.168006810789,3027.12820512821,267.759199043257,3294.05213675214,267.975242479411,4047.57264957265,157.331085560197,3853.61452991453,183.098974033021,4683.34017094017,390.034140378672,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02133,133,2020-03-26,data/plot_133/RGB_2020-03-26.tif,0.7962,0.044,0.5202,0.0426,0.7239,0.0327,3431.3054,496.9788,0.2721,0.0315,green,346.494736842105,33.2919977623715,678.668421052632,34.9343761602433,476.913157894737,50.9620575274905,1340.72894736842,56.8361978884979,4286.03157894737,454.327666587809,4016.44473684211,376.300202189581,2288.19473684211,109.850675335309,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02134,134,2020-03-26,data/plot_134/RGB_2020-03-26.tif,0.6433,0.0656,0.4027,0.0437,0.6152,0.0467,2216.8151,411.6268,0.1448,0.0389,green,505.220698254364,78.1192472794716,807.86783042394,72.5195490025357,735.65710723192,115.409370311128,1446.19451371571,67.7624864495499,3418.88029925187,353.711938780571,3241.04239401496,291.821003696195,2416.01496259352,162.763931125913,FALSE,slightly_yellow,1,FALSE,slightly_yellow,image_metadata2020Honza.csv
IMG_02135,135,2020-03-26,data/plot_135/RGB_2020-03-26.tif,0.1508,0.0088,0.108,0.0124,0.2552,0.0091,282.8142,22.5996,-0.1915,0.0148,ploughed,884.375748502994,29.89699174885,1111.6497005988,33.7275891485782,1382.40119760479,39.6097242282265,1508.14221556886,44.4490087301493,1873.65568862275,59.2939821939178,1831.67964071856,83.8968403741063,2697.62125748503,54.6484907243223,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02136,136,2020-03-26,data/plot_136/RGB_2020-03-26.tif,0.7265,0.0939,0.4987,0.0662,0.6648,0.0571,2711.0601,703.5686,0.2307,0.0909,green,473.660633484163,66.3733773132007,720.547511312217,38.32188735692,558.502262443439,129.864321660388,1202.66515837104,40.8465655460361,3663.33031674208,547.414438672955,3463.70135746606,416.414906125613,2146.21719457014,161.590975989331,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02137,137,2020-03-26,data/plot_137/RGB_2020-03-26.tif,0.1609,0.0662,0.1191,0.0492,0.2184,0.059,633.6122,257.8273,-0.071,0.0514,ploughed,2169.77946768061,356.91103307549,2560.91254752852,370.707992882534,2888.1825095057,425.176170220591,3133.50570342205,369.717747414979,3961.52091254753,244.666712352774,3790.4752851711,201.186362935266,4388.82509505703,442.29051605162,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02138,138,2020-03-26,data/plot_138/RGB_2020-03-26.tif,0.17,0.0325,0.1301,0.0263,0.2658,0.0258,305.8285,84.4021,-0.1833,0.0426,ploughed,873.778481012658,40.4327107453634,1035.31856540084,48.3644405101465,1266.35232067511,60.2607351738268,1373.73628691983,45.1861347159743,1786.10759493671,89.5020191457622,1738.62447257384,126.467730741641,2516.19514767932,81.5357016385389,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02139,139,2020-03-26,data/plot_139/RGB_2020-03-26.tif,0.8547,0.0218,0.6271,0.0296,0.7712,0.02,3712.9961,222.6019,0.4111,0.0324,green,331.628571428571,28.0981171906357,559.448571428571,38.3003929235631,338.772857142857,43.0353496825245,993.392857142857,66.1628779247634,4340.40285714286,162.149696790408,4156.34,166.0599159326,1732.48,70.4608041489463,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02140,140,2020-03-26,data/plot_140/RGB_2020-03-26.tif,0.2788,0.0537,0.1923,0.0393,0.336,0.0432,457.675,137.3936,-0.0119,0.0312,ploughed,666.378378378378,78.5427524598162,807.378378378378,91.7942600938979,917.567567567568,123.06582261821,1100.81081081081,116.267851159352,1627.02702702703,173.055303698379,1752.83783783784,154.41044033382,1795.05405405405,160.304735139384,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02141,141,2020-03-26,data/plot_141/RGB_2020-03-26.tif,0.1341,0.0397,0.1034,0.0317,0.2024,0.0351,402.9648,113.3911,-0.1255,0.0286,ploughed,1713.5751520417,176.940567888347,2007.18331885317,200.528294262327,2312.53344917463,246.329162005015,2457.58557775847,230.667201114677,3018.06255430061,206.043025258003,2880.32232841008,188.986315161707,3711.39357080799,293.012910700007,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02142,142,2020-03-26,data/plot_142/RGB_2020-03-26.tif,0.7293,0.0503,0.4596,0.0373,0.6906,0.0361,2821.5878,423.218,0.1865,0.0301,green,407.289473684211,75.3097687174233,700.547368421053,71.6502038560594,597.789473684211,100.376317822561,1418.62631578947,82.2429125111243,3850.81052631579,357.52854756295,3765.26842105263,210.533805182156,2579.33684210526,122.156081139201,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02143,143,2020-03-26,data/plot_143/RGB_2020-03-26.tif,0.1529,0.0514,0.1114,0.0354,0.2631,0.0433,288.7134,137.2762,-0.1924,0.0387,ploughed,913.027210884354,72.2886653229523,1079.88095238095,83.0484219404751,1361.1156462585,114.899125783858,1479.42857142857,82.734370785152,1854.04081632653,151.854874025175,1807.56462585034,128.131229020098,2667.93537414966,148.596709779753,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02144,144,2020-03-26,data/plot_144/RGB_2020-03-26.tif,0.8744,0.0419,0.5919,0.0353,0.7685,0.0289,3848.0841,362.5261,0.3102,0.0367,green,224.336734693878,47.632136619297,571.818756073858,45.6345174862301,290.921768707483,78.0550221797903,1121.57094266278,61.8004856016404,4390.17006802721,262.270643349111,4206.9693877551,244.3999359015,2209.88921282799,71.7133559102416,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02145,145,2020-03-26,data/plot_145/RGB_2020-03-26.tif,0.2452,0.0593,0.1595,0.038,0.2841,0.0519,815.4495,201.5004,-0.025,0.0305,ploughed,1601.89308176101,296.226213405899,1875.64779874214,305.578226292981,2043.23270440252,357.111888911772,2426.59119496855,301.302955613152,3342.41509433962,342.829630749861,3109.58490566038,338.736899917407,3272.05660377358,389.48577337537,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02146,146,2020-03-26,data/plot_146/RGB_2020-03-26.tif,0.1848,0.0235,0.1177,0.0209,0.2862,0.0178,406.587,65.7634,-0.0788,0.0207,ploughed,928.869079297499,67.4521950131436,1217.6285258116,74.1920223652779,1509.50931346461,89.3808771893793,1731.0452368281,78.6959786645483,2194.07876530069,122.402825648333,2112.08408728047,116.747337196146,2473.06333155934,125.615514309846,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02147,147,2020-03-26,data/plot_147/RGB_2020-03-26.tif,0.2483,0.0332,0.1626,0.0195,0.3888,0.0459,581.2338,91.2175,-0.117,0.0201,ploughed,719.367256637168,131.642489681618,1031.23008849558,140.988056536797,1408.77433628319,146.03128922611,1682.9889380531,136.487671890274,2337.03097345133,179.09080285774,2267.69026548673,165.388427012684,2866.60840707965,173.574227960522,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02148,148,2020-03-26,data/plot_148/RGB_2020-03-26.tif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,no_data,1,FALSE,no_data,image_metadata2020Honza.csv
IMG_02149,149,2020-03-26,data/plot_149/RGB_2020-03-26.tif,0.3341,0.0982,0.217,0.0597,0.3948,0.0747,904.1022,381.8527,-0.051,0.0524,yellow,906.071428571429,126.776680480462,1129.63392857143,110.641869282423,1301.73214285714,170.864695224939,1678.14732142857,97.0843130958618,2625.04464285714,297.804579388573,2498.20982142857,219.990492440227,2761.09821428571,146.025672527661,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02150,150,2020-03-26,data/plot_150/RGB_2020-03-26.tif,0.1462,0.0378,0.1113,0.0352,0.2544,0.0339,325.1907,112.0085,-0.1381,0.0439,ploughed,1039.89259796807,80.736670476712,1305.53265602322,73.5864812695836,1636.36284470247,91.9794062582317,1757.3381712627,106.93616470967,2198.70246734398,140.528135920115,2128.11175616836,162.782680759337,2811.61103047895,219.826311445498,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02151,151,2020-03-26,data/plot_151/RGB_2020-03-26.tif,0.4898,0.1803,0.3497,0.122,0.5073,0.1228,1767.28,697.8194,0.1018,0.0775,slightly_yellow,863.701515151515,286.211882310727,1186.80454545455,352.435566031424,1273.11818181818,526.285683166709,1747.59545454545,422.84815590648,3571.01212121212,269.382117435957,3542.06363636364,208.273797439713,2905.46363636364,389.741278580482,FALSE,slightly_yellow,1,FALSE,slightly_yellow,image_metadata2020Honza.csv
IMG_02152,152,2020-03-26,data/plot_152/RGB_2020-03-26.tif,0.272,0.0296,0.183,0.0345,0.3746,0.0229,577.0529,77.3683,-0.0911,0.0444,ploughed,745.734375,43.553031194785,964.425,54.7789001321359,1213.61875,76.9677595553605,1464.825,97.251704580882,2118.84375,79.0936151709798,2176.775,115.86771995101,2614.196875,142.210566173086,FALSE,ploughed,1,FALSE,ploughed,image_metadata2020Honza.csv
IMG_02153,153,2020-03-26,data/plot_153/RGB_2020-03-26.tif,0.6858,0.0551,0.4239,0.0395,0.6263,0.0308,2337.8215,358.2509,0.1997,0.0427,green,511.480686695279,52.9197572081987,775.390557939914,44.4715842647296,627.25321888412,92.2578858438128,1365.91845493562,53.2753683559725,3390.37339055794,264.367890505381,3351.24892703863,216.080201049244,2233.15021459227,129.704633662365,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02154,154,2020-03-26,data/plot_154/RGB_2020-03-26.tif,0.6628,0.1022,0.4212,0.0743,0.6096,0.0627,2233.3817,640.767,0.2225,0.0635,green,519.163043478261,67.6855922023256,779.342391304348,51.2114138014177,643.630434782609,128.106787540776,1313.85869565217,56.9364676173142,3291.64673913043,529.196173806862,3484.17391304348,355.707364489151,2202.57065217391,109.906892575661,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02155,155,2020-03-26,data/plot_155/RGB_2020-03-26.tif,0.8024,0.0826,0.5495,0.0672,0.696,0.0582,3475.6208,601.1443,0.38,0.0688,green,443.335737179487,81.5441705156515,760.445512820513,96.3186051225829,461.936698717949,163.013915010123,1237.85576923077,128.151818415976,4294.83974358974,392.431952277306,4163.2828525641,325.740588746956,1862.80929487179,159.690866691602,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02156,156,2020-03-26,data/plot_156/RGB_2020-03-26.tif,0.7693,0.0456,0.5472,0.0513,0.6898,0.0267,2558.8012,528.2718,0.2464,0.0477,green,402.93023255814,22.5593348315031,596.720930232558,52.2563851561726,417.395348837209,20.1448794567701,946.906976744186,42.2868965145561,3296.74418604651,532.796311165518,3284.6511627907,253.941583432558,1978.86046511628,74.8575095305197,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02157,157,2020-03-26,data/plot_157/RGB_2020-03-26.tif,0.8334,0.0381,0.61,0.0365,0.7431,0.0266,3710.9248,434.886,0.3285,0.0475,green,403.275862068966,32.4435955116484,649.92118226601,39.8637989895902,397.886699507389,64.1309147616166,1068.7881773399,61.9470346913999,4438.08374384236,357.084381244109,4218.8275862069,291.898251002304,2125.58620689655,96.5453579694132,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02158,158,2020-03-26,data/plot_158/RGB_2020-03-26.tif,0.8939,0.0194,0.6934,0.027,0.8042,0.0206,4240.9967,417.0242,0.4641,0.0297,green,329.847866419295,20.7506673447747,510.556586270872,31.1271831655101,262.239332096475,27.7778001730285,852.614100185529,46.2600482973507,4737.16883116883,390.912505152612,4535.76437847866,335.163393200075,1654.38218923933,70.1017220145059,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02159,159,2020-03-26,data/plot_159/RGB_2020-03-26.tif,0.8585,0.0194,0.6319,0.0172,0.7603,0.0141,3695.9339,356.914,0.4023,0.0312,green,369.827160493827,21.3879581327068,583.703703703704,38.0993584081295,325.197530864198,31.6549442240412,967.518518518518,62.4371906621188,4299.82716049383,351.243533396825,4085.67901234568,354.650314646713,1733.35802469136,40.4438835431191,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02160,160,2020-03-26,data/plot_160/RGB_2020-03-26.tif,0.8615,0.0679,0.6404,0.0538,0.7849,0.0485,4065.7372,600.2339,0.4059,0.0465,green,341.738636363636,73.4195148222856,556.954545454545,74.1797923176977,339.886363636364,129.150133771869,1016.54545454545,72.1919391002582,4689.81818181818,444.491742432758,4495.25,296.757312123645,1893.40909090909,97.1522843436378,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02161,161,2020-03-26,data/plot_161/RGB_2020-03-26.tif,0.8666,0.0178,0.6564,0.0204,0.7765,0.0137,3738.3402,249.0904,0.3916,0.031,green,346.42541436464097,20.8220293457998,541.325966850829,27.8559556723713,306.977900552486,33.5527703444895,892.447513812155,37.2747122636793,4310.77348066298,219.981662274977,4171.95027624309,249.404808744585,1819.41988950276,54.9808091972801,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02162,162,2020-03-26,data/plot_162/RGB_2020-03-26.tif,0.8168,0.0632,0.5953,0.0637,0.7406,0.0386,3299.5525,682.582,0.3529,0.0743,green,379.290584415584,25.8920801276786,583.579545454545,17.220575256668,386.797077922078,82.4816348598494,993.327922077922,47.0059730028887,3997.13636363636,565.917934315762,3880.08279220779,450.284850629226,1836.55357142857,98.6528950439793,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02163,163,2020-03-26,data/plot_163/RGB_2020-03-26.tif,0.6042,0.0505,0.4117,0.0348,0.5919,0.0254,1634.5427,381.4911,0.0569,0.05,green,511.54,41.67670028851581,681.88,66.328077595774,651.7,59.3936195295111,1108.46,101.146733178354,2678.24,389.733690342207,2651.8,230.9333325478,2364.62,185.444737353867,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02164,164,2020-03-26,data/plot_164/RGB_2020-03-26.tif,0.6033,0.1106,0.3902,0.0914,0.5709,0.0908,1847.2312,723.3942,0.0521,0.0883,green,557.717145343777,60.2110332897795,761.33681462141,63.7247090827745,682.817232375979,99.4414786790735,1236.74325500435,111.944164078693,2935.68146214099,729.438368873832,2824.77110530896,567.108412842715,2508.9956483899,320.623541799351,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02165,165,2020-03-26,data/plot_165/RGB_2020-03-26.tif,0.8861,0.0129,0.6752,0.0138,0.8128,0.0124,4453.8708,238.5106,0.4199,0.0198,green,331.870967741935,21.1604767999476,517.795698924731,22.9941198247957,302.344086021505,24.9575703526117,972.634408602151,15.1770600250886,5023.82795698925,213.910923337156,4821.0752688172,177.411596880834,1968.01075268817,47.9731570377272,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02166,166,2020-03-26,data/plot_166/RGB_2020-03-26.tif,0.6855,0.1372,0.4764,0.1027,0.6446,0.0967,2605.2798,855.6858,0.1953,0.1346,green,541.203883495146,156.387252878531,780.509708737864,163.071935055796,672.902912621359,269.502885257666,1290.28155339806,180.947609583991,3703.02912621359,533.980386162322,3578.79611650485,358.295976825355,2426.53398058252,483.706438195609,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
IMG_02167,167,2020-03-26,data/plot_167/RGB_2020-03-26.tif,0.8783,0.0251,0.6527,0.0261,0.7824,0.0237,4091.0629,454.675,0.4418,0.0286,green,329.997014925373,20.019675726953,562.376119402985,21.9044337618852,296.24776119403,34.3590776219709,970.746268656716,41.0848921354784,4646.68656716418,405.748240906426,4329.29552238806,462.774196898682,1666.37313432836,92.8461214595779,FALSE,green,1,FALSE,green,image_metadata2020Honza.csv
